refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
FAXMAS,-1.508327675,0.34336731,0,304.216,12.67343443,0.461285385,12.67343443,-0.461285385,322.1205091,322.36,122,-0.801515023,0.138188776,0.34336731,2.027578638,944.7601187,16.73384004,13.61360263,13.61360263,11.61110355,7.960178984,7.960178984,6.235868221,6.235868221,4.673952308,4.673952308,3.37159849,3.37159849,-2.59,422537.9538,14.96811523,5.494379576,2.306152148,139.1824707,13.89087684,11.33253197,0,5.787111153,0,5.625586319,0,4.794537184,0,0,42.46456948,17.69618563,26.37226241,10.94967571,13.89087684,10.96924436,0,0,0,25.04957602,7.109797541,76.1443301,0,5.749511833,10.36244927,0,5.749511833,0,12.89690869,4.736862954,0,30.38936785,63.80899174,0,10.96924436,0,48.67,5.787111153,4.794537184,0,11.54349237,23.31680509,10.94967571,0,13.17616461,55.45467375,0,13.89087684,0,0,0,0,0,0,0,0,5.537230253,48.04610308,0.25,24,0,4,0,1,1,2,1,3,4,0,4,2,0,0,0,4,91.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,3.22,4.064,322.35,440.9
NUGLUW,-1.246030551,0.188486706,0,160.084,5.448888889,0.351260366,5.448888889,-0.351260366,176.104859,176.212,72,-0.626944444,0.382777778,0.188486706,2.490703945,131.1368501,9.242640687,8.047206724,8.047206724,5.535533906,3.917450212,3.917450212,3.253218858,3.253218858,2.142955464,2.142955464,0.886549496,0.886549496,-0.16,447.7481376,9.924459459,3.297841501,1.953512942,72.74219559,18.94745182,13.21376393,11.57422231,0,0,0,0,0,0,0,0,13.8474744,14.21959508,0,18.94745182,0,0,0,0,25.4216967,27.43335901,0,0,0,0,0,0,0,39.00758132,18.94745182,0,13.8474744,0,0,0,0,36.92,11.57422231,0,0,0,13.21376393,0,0,14.21959508,13.8474744,0,18.94745182,0,0,0,0,0,0,0,0,0,27.5,1,12,0,4,0,1,1,0,0,0,4,0,4,2,0,1,1,1,42.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7584,1.9,0.422,176.21,401.15
CLGUAC,-2.871202701,0.180287633,0,222.434,9.244089506,0.504179777,9.244089506,-0.504179777,225.9355124,227.474,66,-0.12787037,0.114969136,0.180287633,3.404478399,312.010065,9.300964908,6.066705574,8.334492412,5.574586063,2.980276212,4.114169631,2.038728372,3.201857445,1.30194644,2.54670905,0.76007788,1.42242426,-0.31,431.0504606,9.775543199,3.603400927,1.555407633,84.6139229,9.843390349,5.022633314,11.49902367,0,0,0,0,0,0,0,34.80281967,0,6.066367068,17.15506417,9.843390349,34.80281967,0,0,0,0,7.109797541,21.13426701,0,11.49902367,4.736862954,0,11.49902367,34.80281967,12.21632494,0,0,0,6.066367068,15.06789994,0,0,29.46,0,5.106527395,0,26.56692361,0,0,13.17616461,0,0,0,39.53968262,0,16.99729686,0,0,0,0,0,0,0,17.1693698,0.142857143,12,1,2,0,0,0,1,0,1,2,1,5,1,0,0,0,1,49.6888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.361,1.68,3.129,227.47,355.15
PACSUH,-3.617419747,0.309940195,0,392.234,12.73693948,0.492704261,12.73693948,-0.492704261,414.1314677,414.41,158,-0.8432968,0.123084252,0.309940195,1.741510961,991.4325051,20.99083487,16.83796734,16.83796734,14.56641191,9.650188087,9.650188087,7.53524587,7.53524587,6.194256777,6.194256777,4.814655119,4.814655119,-3.13,12376575.61,18.87066761,6.982663994,2.596835415,172.7574522,33.52770512,0,22.99804733,12.54245414,0,5.969305288,4.794537184,0,0,0,0,40.95582275,11.83581209,39.95814702,38.3222423,5.969305288,0,0,11.83581209,12.02187243,34.72921689,40.95582275,0,28.74755917,23.68431477,0,28.74755917,0,45.80504958,9.531400138,11.83581209,28.71222691,24.26546827,0,0,0,92.68,12.02187243,9.901064579,0,31.20494165,34.31101066,11.12690298,7.109797541,20.28596215,18.19910121,0,28.42117772,0,0,0,0,0,0,0,0,0,71.33333333,0.409090909,30,1,8,1,2,3,2,0,2,8,1,8,4,0,1,1,5,103.4048,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4092,3,1.637,414.4,457.75
IGAGIH,-1.063229079,0.303302384,0,196.117,11.44459987,0.49676779,11.44459987,-0.49676779,208.0735589,208.213,80,-0.961239187,0.029426729,0.303302384,2.616933051,353.3556003,11.25914855,8.395573106,8.395573106,7.130228955,4.52270151,4.52270151,3.045416419,3.045416419,1.977921356,1.977921356,1.141712531,1.141712531,-1.84,2266.021243,11.23598784,5.143128759,3.419243117,87.48693687,9.843390349,5.749511833,5.783244946,0,0,5.969305288,9.589074368,0,0,0,0,24.26546827,11.98427311,13.53061916,19.43246472,11.75255023,0,0,0,12.84164325,7.109797541,29.82891977,0,5.749511833,4.736862954,0,5.749511833,0,23.96887517,4.794537184,0,23.19963192,24.26546827,0,0,0,63.6,5.969305288,9.589074368,0,18.62488819,11.31296333,0,0,31.37526582,0,0,9.843390349,0,0,0,0,0,0,0,0,0,43.16666667,0.272727273,15,1,4,0,0,0,1,0,1,3,1,4,5,0,0,0,1,54.1943,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7427,2.23,1.184,208.21,419.5
ANISIC01,-2.457996087,0.335182862,0,144.085,10.35973876,0.496767752,10.35973876,-0.496767752,152.0473441,152.149,58,-0.923469388,0.269259259,0.335182862,2.913801563,250.5446101,8.267584714,6.073111253,6.073111253,5.236382105,3.111470584,3.111470584,2.033654105,2.033654105,1.336969112,1.336969112,0.73359566,0.73359566,-1.51,335.4793898,7.595374078,3.053138101,1.703179075,64.23058843,9.843390349,5.749511833,0,0,0,5.969305288,0,4.794537184,0,0,0,24.26546827,0,12.67324903,14.63792753,5.969305288,0,0,0,0,7.109797541,29.82891977,0,5.749511833,4.736862954,0,5.749511833,0,18.18563022,0,0,10.35798868,24.26546827,0,0,0,46.53,5.969305288,4.794537184,0,5.563451492,5.749511833,0,19.24253168,12.13273414,0,0,9.843390349,0,0,0,0,0,0,0,0,0,31.5,0.125,11,1,3,0,0,0,1,0,1,2,1,3,2,0,0,0,1,39.9533,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3934,2.01,1.552,152.15,456.15
MVERIQ01,-3.986618201,0.16092112,0,318.223,5.427015983,0.492869975,5.427015983,-0.492869975,339.1470582,339.391,130,0.673787084,0.673787084,0.16092112,2.039871084,892.2437032,17.81119031,14.82876542,14.82876542,12.19373311,7.903145089,7.903145089,5.552085572,5.552085572,4.170599334,4.170599334,2.884412629,2.884412629,-2.95,577772.0862,16.89206068,7.298718629,3.308683885,146.6687013,18.94745182,0,22.99804733,0,0,0,4.983978521,0,0,0,6.066367068,41.28151105,18.00388941,34.13311816,18.94745182,10.77244843,0,4.983978521,0,6.420821623,28.43919017,53.85242547,0,22.99804733,18.94745182,0,22.99804733,0,33.42316869,6.420821623,0,11.25737949,42.59504598,0,10.77244843,0,49.81,0,0,0,0,29.41886896,22.02982792,0,28.43919017,42.59504598,4.983978521,18.94745182,0,0,0,0,0,0,0,0,0,53.83333333,0.25,25,0,5,0,0,0,2,1,3,5,0,5,6,0,0,0,3,97.199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86,3.11,3.272,339.38,421
ACACTA,-1.213002269,0.220747436,0,154.104,10.62525943,0.496765888,10.62525943,-0.496765888,165.0789786,165.192,64,-0.069289966,0.069289966,0.220747436,2.709147824,266.3619538,8.974691495,7.125897658,7.125897658,5.719545353,3.637863786,3.637863786,2.409687758,2.409687758,1.41038714,1.41038714,0.877615145,0.877615145,-1.51,515.8918353,8.585328885,3.758873355,2.268477911,71.35115898,10.05365156,5.749511833,0,5.907179729,0,0,4.794537184,0,0,0,0,24.26546827,12.61112347,7.109797541,9.531400138,11.594566,0,0,0,6.9237372,12.42658615,24.26546827,0,5.749511833,10.05365156,5.687386275,5.749511833,0,13.01697727,4.794537184,0,6.9237372,24.26546827,0,0,0,38.33,0,4.794537184,0,5.907179729,0,11.43689811,6.9237372,31.37526582,0,5.316788604,4.736862954,0,0,0,0,0,0,0,0,0,30,0.222222222,12,1,3,0,0,0,1,0,1,2,1,3,2,0,0,0,1,47.2977,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6536,2.12,1.191,165.19,404
KECRUF,-2.840830823,0.313894398,0,162.08,10.27991119,0.502089431,10.27991119,-0.502089431,169.0375077,169.136,64,-0.668796296,0.346759259,0.313894398,3.167265778,310.2747275,9.137828202,6.35122287,6.35122287,5.647065708,3.162768275,3.162768275,2.11175458,2.11175458,1.379277484,1.379277484,0.776452646,0.776452646,-1.78,481.0119674,8.317847358,3.080884118,1.445040165,68.35709994,9.843390349,5.749511833,5.749511833,0,0,5.687386275,10.11431827,0,0,0,0,12.13273414,0,18.09947566,14.7667014,5.687386275,0,0,0,0,7.109797541,28.31341947,0,11.49902367,4.736862954,5.687386275,11.49902367,0,17.13963598,0,10.11431827,0,18.19910121,0,0,0,72.6,4.923311049,10.11431827,0,11.43689811,5.749511833,6.066367068,19.24253168,0,0,0,9.843390349,0,0,0,0,0,0,0,0,0,38.5,0.142857143,12,1,5,0,0,0,1,0,1,4,1,5,2,0,0,0,1,41.3132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,1.68,2.281,169.13,351.15
PUJMOX,-3.14,0.342686671,0,390.242,12.87456402,0.492840482,12.87456402,-0.492840482,413.1474521,413.426,158,-0.522567082,0.160053556,0.342686671,1.685229024,1034.876609,20.99083487,17.31302332,17.31302332,14.58324866,9.740577534,9.740577534,7.483053039,7.483053039,6.061475105,6.061475105,4.711956449,4.711956449,-3.13,12269811.45,18.87066761,6.982663994,2.527929494,173.7230522,28.42117772,11.66741788,22.99804733,12.54245414,0,5.969305288,4.899909731,4.794537184,0,0,6.066367068,31.16467923,17.67165939,27.37123345,33.21571491,5.969305288,0,4.899909731,0,18.56662884,41.71476332,40.45290717,0,28.74755917,23.68431477,0,28.74755917,0,52.58397834,11.15768458,0,39.19415037,18.19910121,0,0,0,75.69,12.07327168,4.794537184,0,12.83478314,34.31101066,29.6559325,7.109797541,20.28596215,19.18040612,4.899909731,28.42117772,0,0,0,0,0,0,0,0,0,67.83333333,0.409090909,30,0,8,0,3,3,2,0,2,8,0,8,4,0,0,0,5,105.8945,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8818,3,2.495,413.42,501.9
WABTIC,-4.108839842,0.342686652,0,362.232,12.7513454,0.492840482,12.7513454,-0.492840482,383.1368874,383.4,146,-0.438215231,0.12356387,0.342686652,1.633963267,971.8535482,19.4134846,15.9821253,15.9821253,13.6177235,9.205555367,9.205555367,7.170935608,7.170935608,5.771032792,5.771032792,4.421244002,4.421244002,-2.93,4826094.921,17.18764801,6.306612731,2.355447066,162.2445648,23.68431477,11.66741788,22.99804733,6.792942306,0,5.969305288,4.899909731,4.794537184,0,0,6.066367068,42.79449779,12.1082079,20.26143591,28.47885195,5.969305288,0,4.899909731,0,18.56662884,34.60496578,46.51927424,0,22.99804733,18.94745182,0,22.99804733,0,45.4741808,11.15768458,0,39.19415037,24.26546827,0,0,0,66.46,12.07327168,4.794537184,0,12.83478314,17.06247516,35.59150468,12.67324903,7.109797541,31.31314026,4.899909731,23.68431477,0,0,0,0,0,0,0,0,0,62.66666667,0.380952381,28,0,7,0,3,3,2,0,2,7,0,7,3,0,0,0,5,99.3425,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8732,3,2.58,383.39,404.5
FUFBOX01,-1.483301952,0.338977305,0,144.085,10.50064815,0.495855601,10.50064815,-0.495855601,152.0473441,152.149,58,-0.969953704,0.189814815,0.338977305,3.121219319,267.7946101,8.267584714,6.073111253,6.073111253,5.253218858,3.117453648,3.117453648,2.005436127,2.005436127,1.337382527,1.337382527,0.821324015,0.821324015,-1.51,336.8526616,7.595374078,3.053138101,1.490370509,64.23058843,9.843390349,11.31296333,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,12.13273414,0,7.109797541,14.63792753,5.969305288,0,0,0,0,7.109797541,29.82891977,0,5.749511833,4.736862954,0,5.749511833,0,18.18563022,0,0,10.35798868,24.26546827,0,0,0,46.53,5.969305288,4.794537184,0,5.563451492,5.749511833,0,13.17616461,18.19910121,0,0,9.843390349,0,0,0,0,0,0,0,0,0,31.5,0.125,11,1,3,0,0,0,1,0,1,2,1,3,2,0,0,0,1,39.9533,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3934,2.01,1.552,152.15,372.15
PANKUL,-0.598177467,0.160790335,0,184.106,9.067017196,0.49287001,9.067017196,-0.49287001,198.0892089,198.218,78,-0.861192366,0.052453704,0.160790335,2.569521757,274.5794377,10.38890506,8.01188868,8.01188868,6.774386908,4.323445221,4.323445221,2.798261124,2.798261124,1.711046247,1.711046247,0.976722769,0.976722769,-1.26,1632.137944,10.81849294,5.465969495,2.901235761,82.70672954,19.6867807,12.71084835,11.49902367,0,0,0,0,0,0,0,12.13273414,12.13273414,0,13.71667951,19.6867807,0,0,0,0,6.103966388,20.32356147,24.26546827,0,11.49902367,9.473725908,0,11.49902367,0,36.64058265,0,0,0,24.26546827,0,0,0,58.92,6.103966388,0,0,13.21376393,11.49902367,0,0,19.24253168,12.13273414,0,19.6867807,0,0,0,0,0,0,0,0,0,36.66666667,0.4,14,2,4,0,0,0,1,0,1,4,2,4,5,0,0,0,1,51.5816,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4272,2.12,0.203,198.22,355.4
SOWKIZ,-1.255058412,0.404083709,0,226.123,10.30650633,0.49287001,10.30650633,-0.49287001,241.0950226,241.243,94,-0.937581255,0.020185185,0.404083709,2.41075834,368.6343525,12.67336211,9.458521935,9.458521935,8.130228955,4.992816015,4.992816015,3.245726766,3.245726766,1.918276105,1.918276105,1.150457242,1.150457242,-1.95,6050.142151,13.11644518,6.593369087,4.604115583,98.89239593,25.05078373,19.31773032,11.49902367,0,0,6.093240071,0,4.794537184,0,0,12.13273414,12.13273414,0,7.109797541,24.11165344,6.093240071,0,0,5.733667477,6.103966388,20.32356147,24.26546827,0,11.49902367,15.20739338,4.794537184,11.49902367,0,37.62729532,4.736862954,0,0,24.26546827,0,0,0,91.01,12.19720646,9.901064579,0,13.21376393,11.49902367,0,7.109797541,24.26546827,0,4.736862954,15.20739338,0,0,0,0,0,0,0,0,0,46.83333333,0.363636364,17,3,6,0,0,0,1,0,1,5,2,6,6,0,0,0,1,60.0312,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5302,2.01,0.065,241.24,385.45
JAMHOU,-1.783903579,0.271528123,0,156.1,11.2399537,0.495098931,11.2399537,-0.495098931,164.0585775,164.164,62,-0.33625,0.043981481,0.271528123,3.49387105,387.0248258,9.137828202,6.86562431,6.86562431,5.701907263,3.34113113,3.34113113,2.286973876,2.286973876,1.561843667,1.561843667,0.885298127,0.885298127,-1.76,518.7457472,8.33765625,3.093901023,1.166794058,69.62349594,9.303962602,11.81873315,5.563451492,0,5.559266895,0,4.794537184,0,5.261891555,0,0,6.066367068,13.24451555,7.109797541,4.736862954,0,5.261891555,4.567099648,7.047671983,0,7.109797541,28.18046621,0,11.81873315,10.29612985,0,5.749511833,0,11.67689719,7.047671983,11.33111287,5.563451492,17.05774782,0,0,0,55.02,0,4.794537184,0,11.12271839,5.749511833,0,11.67689719,25.38010394,0,0,9.998754509,0,0,0,0,0,0,0,0,1.334398148,32.66560185,0.25,12,0,4,0,0,0,0,1,1,4,0,4,1,0,0,0,1,42.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26558,1.9,-0.09,164.16,474
JAHSUG,-1.062242227,0.335023421,0,345.683,12.10943815,0.46665724,12.10943815,-0.46665724,357.0298525,357.779,122,-4.132511036,0.008819636,0.335023421,2.163978048,843.0947314,17.03516943,12.07024779,13.64267332,10.81369893,6.166051497,8.027179218,4.18297384,6.240998093,2.487835499,4.3186273,1.571206753,2.999191754,-2.46,99791.24261,16.90278083,6.751816662,4.26574805,136.6811014,4.736862954,10.71988797,0,5.948339281,10.02329115,12.04157935,5.316788604,17.93442903,14.95193556,0,23.73367403,19.05647134,0,12.13243086,17.94919712,33.60368484,0,19.67403043,0,11.81922068,12.42658615,35.11250609,0,6.01046484,14.77574642,10.74287647,6.01046484,11.60093989,36.5106446,10.02329115,6.9237372,5.824404498,29.16095175,5.022633314,0,0,123.17,16.05440567,13.21233417,0,21.87692091,5.824404498,0,25.30889875,12.99010427,4.722094864,20.26872417,16.33780284,0,1.679886717,0,0,0,0,0,0,24.21887629,39.62901477,0.166666667,23,2,9,0,0,0,1,1,2,7,2,11,4,0,0,0,2,81.9082,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.35242,1.57,2.006,357.77,447.65
MGLUCP,0.299506468,0.185802245,0,180.071,9.279537037,0.393566515,9.279537037,-0.393566515,194.0790382,194.183,78,-1.364953704,0.439675926,0.185802245,2.65939048,143.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.932978932,2.932978932,2.080757311,2.080757311,1.262220929,1.262220929,-0.24,791.423182,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,15.31958218,0,0,0,0,7.109797541,0,0,0,14.5802533,0,0,0,0,0,0,0,0,0,41.16666667,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5673,1.57,-1.607,194.18,438.15
CUDLAO,-1.600333333,0.328177942,0,258.168,12.30310941,0.467478567,12.30310941,-0.467478567,279.1470582,279.336,110,-0.706064815,0.088185941,0.328177942,3.299966764,478.3969225,15.28409257,12.59671462,12.59671462,9.43395807,6.386552367,6.386552367,4.636302367,4.636302367,3.146496121,3.146496121,2.188969187,2.188969187,-1.88,21042.27789,16.17518764,7.050088442,3.359603025,119.0258505,9.473725908,12.64872279,0,0,5.907179729,5.969305288,9.694446915,4.794537184,0,0,18.19910121,31.89811458,7.109797541,12.79718382,19.06280028,17.56387129,0,0,0,26.81305243,25.72638678,29.32600419,0,0,4.899909731,5.687386275,0,0,38.74480289,19.06280028,13.8474744,18.05064018,18.19910121,0,0,0,55.84,12.01114612,9.589074368,0,12.51406169,0,16.81428926,19.11950481,6.9237372,32.0465756,0,9.473725908,0,0,0,0,0,0,0,0,0,50.16666667,0.466666667,20,0,5,0,0,0,1,0,1,4,0,5,5,0,0,0,1,76.756,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84434,2.56,1.581,279.33,344.15
